incorrect_text,correct_text,error_type,error_location,explanation,difficulty_level
明日、休みます,明日、お休みをいただきます,business_japanese,休みます,お休みをいただきます is a humble and polite way to state you will be taking a day off.,intermediate
座ってください,お掛けください,honorifics,座って,"お掛けください is a more polite, honorific way to invite someone to sit.",intermediate
どこから来ましたか,どちらからいらっしゃいましたか,honorifics,どこから来ましたか,A more polite and honorific way to ask where someone is from.,intermediate
食べる？,召し上がりますか？,honorifics,食べる,召し上がりますか is the honorific way to ask if someone will eat.,intermediate
家にいますか,ご在宅でしょうか,honorifics,家にいますか,A formal and polite way to ask if someone is at home.,advanced
言う,申す,honorifics,言う,申す is the humble form of 言う (to say).,intermediate
行く,伺う,honorifics,行く,伺う is the humble form of 行く (to go) and 聞く (to ask).,intermediate
知っていますか,ご存知ですか,honorifics,知っていますか,ご存知ですか is the honorific way to ask if someone knows something.,intermediate
あげる,差し上げる,honorifics,あげる,差し上げる is the humble form of あげる (to give to a superior).,intermediate
もらう,いただく,honorifics,もらう,いただく is the humble form of もらう (to receive).,intermediate
会いたい,お目にかかりたい,honorifics,会いたい,A humble and formal way to say you want to meet someone of high status.,advanced
彼が言ったこと,彼がおっしゃったこと,honorifics,言った,おっしゃる is the honorific form of 言う (to say).,intermediate
社長が来た,社長がいらっしゃった,honorifics,来た,"いらっしゃる is the honorific form of 来る (to come), 行く (to go), and いる (to be).",intermediate
部長が見た,部長がご覧になった,honorifics,見た,ご覧になる is the honorific form of 見る (to see).,intermediate
お客様がこれをした,お客様がこちらをされた,honorifics,した,される is the honorific form of する (to do).,intermediate
先生が本を読んだ,先生が本をお読みになった,honorifics,読んだ,お〜になる is a standard way to make a verb honorific.,intermediate
お客様の名前,お客様のお名前,honorifics,名前,The prefix お〜 is used to show respect for something belonging to the listener.,beginner
あなたの会社,御社,honorifics,あなたの会社,御社 (onsha) is the respectful term for another's company.,intermediate
三人,三名様,honorifics,三人,"〜名様 is a polite way to count people, used in service settings.",intermediate
犬はどこ？,ワンちゃんはどちらにいらっしゃいますか？,honorifics,犬はどこ,A somewhat comical but grammatically correct example of applying high-level honorifics to a pet.,advanced
これはペンです,これはペンでございます,politeness,です,でございます is a more formal and polite version of です.,intermediate
水、ください,お水をいただけますか,politeness,ください,A more polite and less direct way to ask for water.,intermediate
静かにしろ,静かにしてください,politeness,しろ,The command form しろ is very strong. してください is a polite request.,beginner
早く来て,早く来てください,politeness,来て,Adding ください makes the request polite.,beginner
そうなんだ,さようでございますか,politeness,そうなんだ,A very casual remark versus a very formal and polite acknowledgement.,intermediate
うまい,おいしい,politeness,うまい,うまい is informal and can sound masculine. おいしい is neutral and polite.,beginner
腹減った,お腹が空きました,politeness,腹減った,A very colloquial phrase versus the standard polite expression.,beginner
ちょっといい？,少しよろしいでしょうか,politeness,ちょっといい,A casual way to get attention versus a polite and formal way.,intermediate
じゃ、また,では、また後ほど,politeness,じゃ、また,A casual see-you-later versus a more formal version.,beginner
サンキュー,ありがとうございます,loan_word,サンキュー,Using the English 'thank you' is very casual.,beginner
ドンマイ,気にするな,loan_word,ドンマイ,From 'don't mind'. A casual way to tell someone not to worry. The Japanese is also casual.,beginner
ケースバイケースだね,場合によりますね,loan_word,ケースバイケース,Using the English 'case by case'. 場合によります is the Japanese equivalent.,intermediate
スマートだね,賢いですね,loan_word,スマート,"In Japanese, スマート often refers to being slim or stylish. It's better to use 賢い for 'smart'.",intermediate
クレームを入れる,苦情を言う,loan_word,クレーム,"From 'claim', but in Japanese it exclusively means 'complaint'. 苦情 is the native word.",intermediate
ナイーブだね,繊細ですね,loan_word,ナイーブ,"From 'naive', but in Japanese it means 'sensitive'. A 'false friend'. 繊細 is a better word for sensitive.",advanced
テンションが高い,元気だね,loan_word,テンション,"In Japanese, this means 'energetic' or 'excited', not 'tension' as in stress.",intermediate
サラリーマン,会社員,loan_word,サラリーマン,A Japanese-made word from 'salaried man'. 会社員 is the general term for an office worker.,beginner
ガソリンスタンド,給油所,loan_word,ガソリンスタンド,Wasei-eigo (Japanese-made English). 給油所 is the native term.,intermediate
オーダーメイド,特注,loan_word,オーダーメイド,Wasei-eigo for 'custom-made'. 特注 is the native term.,intermediate
ペーパードライバー,運転免許は持っているが、運転しない人,loan_word,ペーパードライバー,Wasei-eigo for someone who has a license but doesn't drive.,intermediate
